Daytime_evening_attendance;Previous_qualification_grade;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;International;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_grade;Unemployment_rate;Inflation_rate;GDP;Status;Marital_status_grouped;Application_mode_grouped;Course_grouped;Previous_qualification_grouped;Nationality_grouped;Mothers_qualification_grouped;Fathers_qualification_grouped;Mothers_occupation_grouped;Fathers_occupation_grouped;Application_order_grouped;Age_at_enrollment_grouped;Curricular_units_1st_sem_credited_grouped;Curricular_units_1st_sem_enrolled_grouped;Curricular_units_1st_sem_evaluations_grouped;Curricular_units_1st_sem_approved_grouped;Curricular_units_1st_sem_without_evaluations_grouped;Curricular_units_2nd_sem_credited_grouped;Curricular_units_2nd_sem_enrolled_grouped;Curricular_units_2nd_sem_evaluations_grouped;Curricular_units_2nd_sem_approved_grouped;Curricular_units_2nd_sem_without_evaluations_grouped
1;133.1;143.7;0;0;0;1;0;0;0;14.0;12.525;12.4;0.5;1.79;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;0-1;25-30;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;140.0;152.8;0;0;0;1;0;0;0;14.75;13.8;16.2;0.3;-0.92;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;administration_or_office;0-1;25-30;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;1+
1;121.0;120.7;1;0;0;1;0;0;0;10.75;0.0;9.4;-0.8;-3.12;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;inter_tech_or_prof_personnel;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;133.1;100.9;1;0;0;1;1;0;0;12.0;10.5;10.8;1.4;1.74;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;126.0;116.9;0;0;0;1;1;1;0;11.666666666666666;11.666666666666666;12.7;3.7;-1.7;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;117.0;118.4;0;0;0;1;1;0;0;10.0;12.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;127.0;121.1;1;0;0;1;1;1;0;13.2;12.6;8.9;1.4;3.51;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;armed_forces;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;133.0;121.8;0;0;0;1;1;0;0;10.2;11.0;15.5;2.8;-4.06;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;armed_forces;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;120.0;146.8;0;0;0;1;1;0;0;14.2;13.5;16.2;0.3;-0.92;Enrolled;single;others;nature_and_engineering_course;higher_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;armed_forces;0-1;25-30;1+;5-8;6-10;5-8;0;1+;5-8;0-5;0-4;0
1;133.1;138.0;0;0;1;1;1;0;0;12.625;14.5;11.1;0.6;2.02;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;149.0;138.0;0;0;0;1;1;0;0;13.496666666666668;13.496666666666668;9.4;-0.8;-3.12;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;11+;5-8;1+;0;5-8;11+;5-8;1+
1;130.0;117.8;1;0;0;1;1;0;0;11.0;12.0;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;administration_or_office;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;130.0;130.0;1;0;1;1;1;0;0;11.5;10.666666666666666;8.9;1.4;3.51;Enrolled;single;others;business_and_management_course;vocational_professional;portuguese;others;others;others;unskilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;132.0;143.9;1;0;0;1;1;0;0;11.0;12.666666666666666;9.4;-0.8;-3.12;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;11+;0-4;1+;0;5-8;6-10;0-4;0
1;121.0;116.8;0;0;0;1;1;0;0;12.4;10.833333333333334;13.9;-0.3;0.79;Enrolled;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;administration_or_office;services_or_seller;3+;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;5-8;0
0;172.0;150.0;1;0;0;1;0;1;0;10.6;10.2;9.4;-0.8;-3.12;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;2-3;25-30;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;141.0;128.8;1;0;0;1;0;0;0;14.833333333333334;13.285714285714286;8.9;1.4;3.51;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;others;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;133.0;126.7;0;0;0;1;0;0;0;12.45;11.7;16.2;0.3;-0.92;Enrolled;single;general;health_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;machine_opt_and_installer;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;5-8;0
1;155.0;134.7;1;0;0;1;0;0;0;13.4;13.0;12.7;3.7;-1.7;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;machine_opt_and_installer;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;119.0;113.2;0;0;1;1;0;0;0;13.333333333333334;14.0;11.1;0.6;2.02;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;126.0;124.3;1;0;0;1;0;1;0;11.98;11.98;7.6;2.6;0.32;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;services_or_seller;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;118.0;118.0;0;0;0;1;0;0;0;11.0;13.2;12.4;0.5;1.79;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;2-3;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;5-8;0
1;140.0;140.0;1;0;0;1;0;0;0;12.666666666666666;11.75;12.4;0.5;1.79;Enrolled;single;others;health_course;vocational_professional;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;117.0;109.7;1;0;0;1;0;0;0;12.2;13.0;9.4;-0.8;-3.12;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
0;120.0;123.2;0;0;0;1;0;0;0;10.666666666666666;11.4;10.8;1.4;1.74;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;0-1;25-30;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;128.0;116.5;0;0;0;1;0;0;0;11.666666666666666;11.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;129.0;121.0;1;0;0;1;0;0;0;10.5;12.333333333333334;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;143.0;133.8;1;0;0;1;0;0;0;14.26875;14.26875;9.4;-0.8;-3.12;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;130.0;131.8;1;0;0;1;0;1;0;10.5;13.333333333333334;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;135.0;121.0;0;0;0;1;0;0;0;11.2;10.0;7.6;2.6;0.32;Enrolled;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;services_or_seller;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;11+;0-4;0
1;140.0;143.3;1;0;0;0;0;0;0;13.666666666666666;13.5;8.9;1.4;3.51;Enrolled;single;others;health_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;17-24;1+;9+;11+;9+;0;1+;9+;11+;5-8;0
1;125.0;114.9;1;0;1;1;0;1;0;11.4;10.0;8.9;1.4;3.51;Enrolled;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;135.0;121.0;0;0;1;1;0;0;0;10.6;10.0;7.6;2.6;0.32;Enrolled;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;armed_forces;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;117.0;117.4;1;0;0;1;0;0;0;11.8;11.708333333333334;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;others;unskilled_worker;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;6-10;5-8;0
1;133.0;126.7;1;0;0;1;0;0;0;11.833333333333334;12.0;15.5;2.8;-4.06;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;140.0;130.0;0;0;0;1;1;0;0;12.571428571428571;13.0;12.7;3.7;-1.7;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;154.0;137.2;0;0;0;1;1;0;0;10.0;10.8;15.5;2.8;-4.06;Enrolled;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;5-8;0
1;130.0;130.0;0;0;0;0;1;0;0;13.2;12.0;12.4;0.5;1.79;Enrolled;single;others;health_course;vocational_professional;portuguese;higher_edu_degree;higher_edu_degree;skilled_worker;skilled_worker;0-1;17-24;1+;5-8;6-10;5-8;0;1+;5-8;11+;0-4;0
0;123.0;123.0;0;0;0;1;1;0;0;15.8;17.6;9.4;-0.8;-3.12;Enrolled;married;others;business_and_management_course;higher_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;0-5;5-8;0
1;142.0;138.5;1;0;0;1;1;0;0;13.8;12.4;13.9;-0.3;0.79;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;others;armed_forces;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;6-10;5-8;0
1;115.0;113.6;0;0;0;1;1;0;0;13.0;12.0;11.1;0.6;2.02;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;141.0;133.3;1;0;0;1;1;0;0;13.75;11.2;13.9;-0.3;0.79;Enrolled;single;others;business_and_management_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;5-8;0
1;140.0;116.9;0;0;0;1;1;0;0;11.285714285714286;12.333333333333334;13.9;-0.3;0.79;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;skilled_worker;0-1;31+;1+;9+;11+;5-8;0;1+;5-8;6-10;5-8;0
1;137.0;146.5;1;0;1;1;1;0;0;12.0;11.181818181818182;8.9;1.4;3.51;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;inter_tech_or_prof_personnel;skilled_worker;0-1;17-24;1+;9+;11+;9+;0;1+;9+;11+;9+;0
1;137.0;144.7;1;0;0;1;1;0;0;0.0;0.0;16.2;0.3;-0.92;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;armed_forces;0-1;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;133.1;100.0;0;0;1;1;1;0;1;11.0;10.0;11.1;0.6;2.02;Enrolled;single;others;business_and_management_course;school_edu;others;school_edu_degree;higher_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;0-1;31+;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;120.0;111.3;0;0;0;1;1;0;0;10.2;11.2;12.4;0.5;1.79;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;armed_forces;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;150.0;150.0;1;0;0;1;0;0;0;12.0;12.4;10.8;1.4;1.74;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;0-1;17-24;0;5-8;6-10;0-4;1+;0;5-8;6-10;0-4;0
1;136.0;131.1;1;0;0;1;0;0;0;13.411428571428573;13.294444444444444;15.5;2.8;-4.06;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;126.0;123.9;1;0;0;1;0;0;0;11.8;12.2;12.4;0.5;1.79;Enrolled;single;general;health_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;machine_opt_and_installer;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;119.0;110.6;0;0;0;1;0;0;0;11.833333333333334;14.333333333333334;11.1;0.6;2.02;Enrolled;single;general;others;school_edu;portuguese;higher_edu_degree;higher_edu_degree;inter_tech_or_prof_personnel;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;154.0;129.0;1;0;0;1;0;0;0;13.345;13.345;9.4;-0.8;-3.12;Enrolled;single;general;health_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;inter_tech_or_prof_personnel;2-3;17-24;0;5-8;6-10;5-8;1+;0;5-8;6-10;5-8;1+
1;127.0;137.2;1;0;0;1;0;0;0;12.166666666666666;12.75;10.8;1.4;1.74;Enrolled;single;general;others;school_edu;portuguese;higher_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;130.0;130.0;1;0;0;0;0;1;0;11.0;12.0;8.9;1.4;3.51;Enrolled;single;others;design_and_communication_course;vocational_professional;portuguese;higher_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;118.0;113.5;1;0;1;1;0;0;0;11.5;10.0;11.1;0.6;2.02;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;143.0;141.3;0;0;1;0;0;0;0;14.0;13.0;11.1;0.6;2.02;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;armed_forces;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;123.0;121.3;1;0;0;1;0;0;0;11.166666666666666;11.5;12.4;0.5;1.79;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;130.0;120.0;0;0;0;1;0;0;0;12.8;12.666666666666666;11.1;0.6;2.02;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;136.0;130.8;0;0;0;1;0;0;0;12.5;11.5;10.8;1.4;1.74;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;132.0;125.4;1;0;0;0;0;1;0;13.462857142857144;13.164285714285716;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;services_or_seller;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;140.0;131.6;1;0;0;1;0;0;1;14.714285714285714;13.2;12.4;0.5;1.79;Enrolled;single;general;health_course;school_edu;others;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;1+;5-8;11+;5-8;0
1;120.0;120.0;0;0;1;1;0;0;1;13.2;12.5;10.8;1.4;1.74;Enrolled;single;others;nature_and_engineering_course;school_edu;others;school_edu_degree;higher_edu_degree;unskilled_worker;professional_or_expert;0-1;17-24;1+;5-8;6-10;5-8;1+;0;5-8;6-10;0-4;1+
1;133.0;121.8;1;0;0;1;1;0;0;12.0;11.0;8.9;1.4;3.51;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;administration_or_office;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;131.0;126.6;1;0;0;1;1;0;0;12.414285714285713;13.5;8.9;1.4;3.51;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;unskilled_worker;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;11+;0-4;0
1;116.0;115.7;0;0;0;0;1;0;0;11.5;14.0;8.9;1.4;3.51;Enrolled;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;administration_or_office;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;122.0;113.3;1;0;0;1;0;0;0;14.25;12.714285714285714;10.8;1.4;1.74;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;professional_or_expert;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;5-8;0
1;122.0;112.6;1;0;0;1;0;0;0;12.6;11.25;12.7;3.7;-1.7;Enrolled;single;others;others;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;127.0;120.4;1;0;1;0;1;0;0;0.0;0.0;9.4;-0.8;-3.12;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;3+;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;135.0;131.5;0;0;0;1;1;1;0;11.2;11.583333333333334;16.2;0.3;-0.92;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;11+;5-8;0
1;112.0;113.8;1;0;0;1;0;0;0;10.833333333333334;11.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;130.0;130.0;1;0;0;1;0;0;0;11.25;10.0;9.4;-0.8;-3.12;Enrolled;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
0;120.0;110.0;0;0;0;1;0;0;0;10.0;11.333333333333334;12.7;3.7;-1.7;Enrolled;others;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
0;133.1;100.0;0;0;1;1;0;0;0;11.375;12.166666666666666;13.9;-0.3;0.79;Enrolled;married;others;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;machine_opt_and_installer;0-1;31+;1+;5-8;11+;5-8;0;1+;5-8;6-10;5-8;0
1;140.0;129.3;1;0;1;1;0;0;0;0.0;0.0;8.9;1.4;3.51;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;25-30;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;125.0;122.2;1;0;0;1;0;0;0;11.0;12.5;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;100.0;121.3;1;0;0;1;0;0;0;11.705714285714285;11.705714285714285;10.8;1.4;1.74;Enrolled;single;others;health_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;services_or_seller;0-1;31+;0;5-8;11+;5-8;0;0;5-8;11+;5-8;0
0;150.0;150.0;0;0;0;1;0;0;0;12.0;13.428571428571429;9.4;-0.8;-3.12;Enrolled;single;others;business_and_management_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;31+;1+;5-8;6-10;5-8;0;1+;5-8;6-10;5-8;0
1;145.0;131.7;1;0;0;1;0;0;0;12.666666666666666;12.25;7.6;2.6;0.32;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;armed_forces;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;133.1;130.0;1;0;0;1;0;0;0;0.0;0.0;9.4;-0.8;-3.12;Enrolled;married;others;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;149.0;141.0;0;0;0;1;1;0;0;11.666666666666666;12.5;7.6;2.6;0.32;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;1+
1;150.0;120.0;0;0;0;1;1;0;0;10.666666666666666;10.5;15.5;2.8;-4.06;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;120.0;116.9;1;0;1;0;1;0;0;12.0;10.333333333333334;8.9;1.4;3.51;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
0;100.0;113.0;0;0;0;1;1;1;0;11.0;11.4;8.9;1.4;3.51;Enrolled;married;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;0-1;31+;0;5-8;6-10;0-4;0;0;5-8;6-10;5-8;0
0;130.0;145.6;0;0;0;1;1;0;0;11.75;10.833333333333334;13.9;-0.3;0.79;Enrolled;married;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;0-1;31+;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;113.0;107.8;1;0;0;1;0;1;0;14.46;13.55;12.4;0.5;1.79;Enrolled;single;general;health_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;inter_tech_or_prof_personnel;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;130.0;130.0;1;0;0;1;0;0;1;12.8;11.5;12.4;0.5;1.79;Enrolled;single;others;health_course;vocational_professional;others;school_edu_degree;school_edu_degree;skilled_worker;administration_or_office;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;11+;0-4;0
1;120.0;115.1;0;0;0;1;0;1;0;12.0;10.75;15.5;2.8;-4.06;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
